source_sha	source_path	source_blob	target_path	target_sha256	status
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/pages/Repair.tsx	0fd7ecb00c403fc1f697b1404d74470e681aa46e	web/src/pages/Repair.tsx	c69f3246d5677c96e284d9332b232f5ce94dc3098a662bf181eaa58d7c6312f2	adapted
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/pages/SessionAnalysis.tsx	46d50daa729ecaa7f3e12bdc6be5a77f164002c6	web/src/pages/SessionAnalysis.tsx	1157202b1e2e8705e005cf3b6ef9efd1479aef52295988148c92ed89a682a082	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/pages/TCLog.tsx	149899e10a21c5cd3843b05beed4d001bf5d9ecc	web/src/pages/TCLog.tsx	43d8e12e23b3e43cb6bcb73d49b6670b155bfb7d95e7f26c8aec91776136938b	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/pages/evolve/PackManagement.tsx	c62bc20cd1149bf6c5d6ca0dbd02854b0db74936	web/src/pages/evolve/PackManagement.tsx	b55266407ec1d731eba977af7eb2a505d772ffffa50928e93f27cffbe5237507	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/pages/evolve/TaskList.tsx	f627388337150b1739efa02005cb77db09fd3c4a	web/src/pages/evolve/TaskList.tsx	fbebcaad3cec5544d61f2e8127847e6227f3e2583b525d6232842dfe8314af30	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/pages/evolve/common.tsx	8d7bfc36d64c87e0d62485d67606fcf52fd31a55	web/src/pages/evolve/common.tsx	d2ba6c0365c1a84aab0b984511a46a668e7ab2545f45e98e141703b2162a30c8	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/pages/evolve/helpers.ts	d1805320eb774ef95b884d55d3ae6d5ad27fcd8c	web/src/pages/evolve/helpers.ts	5062b6f7a3a9003db0010cabb41366193d7278d1145be152da933c2cae0e6bee	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/types/dev-platform.ts	ac5796aa73329790dc9e3c5db74b32e7fb251359	web/src/types/dev-platform.ts	ee7286c02c94ba6a50520f10ea90e85ccc10ea3ede2e62fb61d7466a8bbc2af2	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/types/insight.ts	3848a68341b02ee4ad0e4a4c69ba4cc4c6b7a12f	web/src/types/insight.ts	1b05499985b6486b0f07722d1ef7ca32a1eb4d3a44c573e659b22a95ae09af6c	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	src/types.ts	a4ae69a0f77a05093c9b95e5abc36a6f040ef56a	web/src/types.ts	7ca5b7ed24a7abd5fd9ec06937cabe9803325f9c2f30f935cdeb6164265d796b	copied
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/object-storage/clawweb-oss-runtime.ts	a78ba94bbd9d4ee4050d066e1dda9b0d66e0b69c	-	-	host-only-excluded
074db8c008d5f75ac26b03cf6c59b896d71572b1	server/services/object-storage/mist-credential-provider.ts	19d426d5c74558954dbe2162045cbb24e4b5a525	-	-	host-only-excluded
-	-	-	server/singlebox.ts	51ae2288f8f099ffe36e5caec65a200b9ed73f723610da6d873547846c5aad2a	module-scaffold
-	-	-	vite.singlebox.config.ts	5b33cbc9d860c3a4edc76185f7b630cfae117c67e1bb20ba471d49fd4b95a85f	module-scaffold
-	-	-	web/singlebox.html	068b2ab6dccbfae646e3d5e7811eebc08565a4a5b825dbdb49330a7bd68d512b	module-scaffold
-	-	-	web/src/singlebox.css	6b219bdc66d96e4cf85c8b9cfb9e85be28c615f05aaec27b7302aa89a7e56125	module-scaffold
-	-	-	web/src/singlebox.tsx	b7cfa6b436ca3e0fabdd2ccd502d028127a2f0cfb2f2a72377493f27671d883b	module-scaffold
-	-	-	server/services/object-storage/filesystem-object-store.ts	0aa2a5d5a221b8dd503184343b450c75008ff65ed1e1d0704cefc3d1c7d31948	module-scaffold
